Screen,Section/Panel,Element Type,Element Label/Name,Notes,Logic,Input Data,Output Data
Quote Preview,Option Card,Currency Display,Option Premium,Premium for this option,Render option premium,option.premium,-
Quote Preview,Option Card,Button,Edit,Edit option in rating/quote builder,Navigate to quote builder,User click,Route: /submissions/{id}/quote-builder
Quote Preview,Option Card,Button,Expand Details,Toggle expanded details view,Toggle expanded state,UI state,Updates expanded option state
Quote Preview,Option Card - Expanded,Section Header,Coverage Terms,Full coverage limits display,Render section header,Static text,-
Quote Preview,Option Card - Expanded,Section Header,Selected Coverage,Checked coverage items,Render section header,Static text,-
Quote Preview,Option Card - Expanded,Badge,REQUIRED,Indicator for required coverage,Render required badge,coverage.required,-
Quote Preview,Option Card - Expanded,Currency Display,Coverage Surcharge,Optional coverage price,Render coverage surcharge,coverage.surcharge,-
Quote Preview,Option Card - Expanded,Section Header,Endorsements,Included endorsements,Render section header,Static text,-
Quote Preview,Option Card - Expanded,Badge,DEFAULT / ADDED,Endorsement origin indicator,Render endorsement origin badge,endorsement.origin,-
Quote Preview,Option Card - Expanded,Section Header,Schedules,Schedule information,Render section header,Static text,-
Quote Preview,Option Card - Expanded,Column,Schedule Name,Named schedule,Render schedule name,schedule.name,-
Quote Preview,Option Card - Expanded,Column,Effective/Expiration Date,Schedule term,Render schedule dates,schedule.effective + schedule.expiration,-
Quote Preview,Option Card - Expanded,Currency Display,Schedule Limit,Limit for schedule,Render schedule limit,schedule.limit,-
Quote Preview,Option Card - Expanded,Section Header,Member Benefits,Included member benefits,Render section header,Static text,-
Quote Preview,Option Card - Expanded,Column,Benefit Title,Benefit program name,Render benefit title,benefit.title,-
Quote Preview,Option Card - Expanded,Column,Service Item,Individual included service,Render service item,benefit.service,-
Quote Preview,Option Card - Expanded,Column,Date Range,Benefit effective/expiration dates,Render benefit dates,benefit.dates,-
Quote Preview,Option Card - Expanded,Section Header,Notifications,Required notifications,Render section header,Static text,-
Quote Preview,Option Card - Expanded,Column,Notification Code,"Code identifier (TRIADS, BIDS, etc.)",Render notification code,notification.code,-
Quote Preview,Option Card - Expanded,Column,Notification Label,Full notification description,Render notification label,notification.label,-
Quote Preview,Option Card - Expanded,Column,Edition Date,Notification edition date,Render edition date,notification.editionDate,-
Quote Preview,Create Quote Section,Section Header,Quote Ready,Status message for quote creation,Render status message,Selected options count,-
Quote Preview,Create Quote Section,Stat,Selected Options,Count of selected options,Count selected options,selectedOptions.length,-
Quote Preview,Create Quote Section,Button,Create Quote,Create quote from selections,Create quote from selected options,selectedOptions,POST /api/quotes
Quote Preview,Create Quote Section,Button,Send to Broker,Send created quote to broker (post-creation),Send quote to broker,quote.id,POST /api/quotes/{id}/send
Quote Preview,Create Quote Section,Button,Bind Quote,Move to bind quote workflow (post-send),Navigate to bind workflow,quote.id,Route: /submissions/{id}/bind
Bind Quote,Page Header,Button,Back to Underwriting,Navigate back to submission,Navigate back,User click,Route: /submissions/{id}
Bind Quote,Page Header,Badge,Quote Number,Quote ID being bound,Render quote ID,quote.id,-
Bind Quote,Page Header,Badge,Status,READY TO ISSUE or ISSUED status,Render status badge,quote.status,-
Bind Quote,Page Header,Stat,Product Count,Number of products in quote,Render product count,quote.products.length,-
Bind Quote,Selection Summary Bar,Section Header,Selected Options Total,Shows all currently selected options,Render section header,Static text,-
Bind Quote,Selection Summary Bar,Stat,Option Selection,Currently selected option and premium by product,Render selected option per product,selectedOptions by product,-
Bind Quote,Selection Summary Bar,Stat,Total Premium,Total premium of all selected options,Sum premium across selections,selectedOptions.premium,-
Bind Quote,Product Card - Header,Badge,Product Abbreviation,Product code,Render product code,product.abbr,-
Bind Quote,Product Card - Header,Section Header,Product Name,Full product name,Render product name,product.name,-
Bind Quote,Product Card - Header,Badge,Category,Product category,Render category,product.category,-
Bind Quote,Product Card - Header,Stat,Option Count,Number of options for this product,Render option count,product.options.length,-
Bind Quote,Product Card - Options,Radio,Option Selection,Radio button to select single option per product,Single-select option for product,product.options,Updates selectedOption per product
Bind Quote,Product Card - Options,Stat,Option Label,"Option name (Option A, B, C, etc.)",Render option label,option.label,-
Bind Quote,Product Card - Options,Badge,Selected,Indicator for currently selected option,Render selected indicator,selectedOption,-
Bind Quote,Product Card - Options,Field,Coverage Field,First 3 coverage fields shown in-line,Render top-3 coverage fields,option.coverages,-
Bind Quote,Product Card - Options,Stat,Endorsement Count,Count of added endorsements,Render endorsement count,option.endorsements.length,-
Bind Quote,Product Card - Options,Currency Display,Option Premium,Premium for option,Render option premium,option.premium,-
Bind Quote,Action Bar,Section Header,Issuance Recipient,Broker receiving bound policy,Render section header,Static text,-
Bind Quote,Action Bar,Field,Broker Name,Broker contact name,Capture broker name,User entry / prefilled from quote,Form state: brokerName
Bind Quote,Action Bar,Field,Broker Company,Broker firm name,Capture broker company,User entry / prefilled,Form state: brokerCompany
Bind Quote,Action Bar,Field,Broker Email,Broker contact email,Capture broker email,User entry / prefilled,Form state: brokerEmail
Bind Quote,Action Bar,Button,Issue & Send to Broker,Send binding documents to broker,Issue policy and send to broker,Selections + broker info,POST /api/quotes/{id}/bind + email
Bind Quote,Success State - Card,Section Header,Issuance Document Sent,Success confirmation,Render success card,Bind success state,-
Bind Quote,Success State - Recipient,Field,Broker Contact,Broker name and company,Render broker contact,broker info,-
Bind Quote,Success State - Recipient,Field,Broker Email,Broker email address,Render broker email,broker.email,-
Bind Quote,Success State - Selections,Section Header,Bound Selections,Summary of bound options per product,Render section header,Static text,-
Bind Quote,Success State - Totals,Section Header,Total Bound Premium,Final bound premium total,Render section header,Static text,-
Bind Quote,Success State - Totals,Currency Display,Grand Total,Total premium across all products,Sum bound premium,Bound selections,-
Bind Quote,Success State - Action,Button,Return to Submission,Navigate back to submission record,Navigate back to submission,User click,Route: /submissions/{id}
Submissions List,Hero Strip,Section Header,Submissions,Page title with gradient background,Render page title,Static text,-
Submissions List,Hero Strip,Stat,Open Submissions,KPI card - across all stages,Count open submissions,GET /api/submissions?status=open,Click sets ?status=open
Submissions List,Hero Strip,Stat,New This Week,KPI card - vs. 14 last week,Count submissions created this week,GET /api/submissions/metrics?period=7d,Click sets ?createdWithin=7d
Submissions List,Hero Strip,Stat,Awaiting Info,KPI card - broker follow-up,Count submissions awaiting broker info,GET /api/submissions?status=awaiting_info,Click sets ?status=awaiting_info
Submissions List,Hero Strip,Stat,Ready for Review,KPI card - complete submissions,Count submissions ready for review,GET /api/submissions?status=ready_for_review,Click sets ?status=ready_for_review
Submissions List,Hero Strip,Stat,Avg. Time in Queue,KPI card - rolling 7 days,Compute average queue time,GET /api/submissions/metrics?type=time_in_queue,-
Submissions List,Hero Strip,Stat,SLA At Risk,KPI card - within 24h,Count submissions at SLA risk,GET /api/submissions?slaAtRisk=true,Click sets ?slaAtRisk=true
Submissions List,Hero Strip,Button,Export,Download submissions list,Export filtered list,Current URL filter params,GET /api/submissions/export -> file download
Submissions List,Hero Strip,Button,New Submission,Create new submission (navigates to /submissions/new),Navigate to new submission page,User click,Route: /submissions/new
Submissions List,Toolbar,Tab,My Submissions,View submissions assigned to me,Set scope filter to mine,?scope URL param,Sets ?scope=mine
Submissions List,Toolbar,Tab,My Team,View submissions assigned to my team,Set scope filter to team,?scope URL param,Sets ?scope=team
Submissions List,Toolbar,Tab,All,View all submissions,Set scope filter to all,?scope URL param,Sets ?scope=all
Submissions List,Toolbar,Field,Search,"Search member, broker, sub ID...",Filter list by search query,User text,Sets ?q=<text>
Submissions List,Toolbar,Filter Chip,Filter Button,Open/close filter panel with active count badge,Toggle filter panel,UI state + URL filter count,Filter panel open state
Submissions List,Filter Panel,Section Header,Stage,Filter section (collapsible),Render section header,Static text,-
Submissions List,Filter Panel,Checkbox,New,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Checkbox,Draft,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Checkbox,In Review,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Checkbox,Quoted,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Checkbox,Bound,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Checkbox,Declined,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Checkbox,Pending Info,Filter by status,Toggle status filter value,?status URL param,Updates ?status multi-value
Submissions List,Filter Panel,Section Header,Kind,Filter section,Render section header,Static text,-
Submissions List,Filter Panel,Checkbox,Individual,Filter by kind,Toggle kind filter,?kind URL param,Updates ?kind
Submissions List,Filter Panel,Checkbox,Group / Multi-Member,Filter by kind,Toggle kind filter,?kind URL param,Updates ?kind
Submissions List,Filter Panel,Section Header,Assigned Underwriter,Filter section,Render section header,Static text,-
Submissions List,Filter Panel,Checkbox,[Underwriter names],Filter by assigned underwriter (dynamic list),Toggle UW filter value,?uw URL param,Updates ?uw multi-value
Submissions List,Filter Panel,Section Header,Submission Date,Filter section,Render section header,Static text,-
Submissions List,Filter Panel,Field,From Date,Filter submissions from date,Set submission-date lower bound,User selection,Sets ?from=<date>
Submissions List,Filter Panel,Field,To Date,Filter submissions to date,Set submission-date upper bound,User selection,Sets ?to=<date>
Submissions List,Filter Panel,Section Header,Premium,Filter section,Render section header,Static text,-
Submissions List,Filter Panel,Field,Premium From,Filter by minimum premium,Set min premium,User entry,Sets ?premiumMin=<n>
Submissions List,Filter Panel,Field,Premium To,Filter by maximum premium,Set max premium,User entry,Sets ?premiumMax=<n>
Submissions List,Filter Panel,Button,Reset,Clear all filters,Clear all URL filter params,Current URL filter params,Clears all filter params
Submissions List,Active Filters,Pill/Badge,Status: [value],Remove individual filter,Render active filter chip; X removes,?status URL param,Removes value from ?status
Submissions List,Active Filters,Pill/Badge,Kind: [value],Remove individual filter,Render active filter chip,?kind URL param,Removes value from ?kind
Submissions List,Active Filters,Pill/Badge,Product: [value],Remove individual filter,Render active filter chip,?product URL param,Removes value from ?product
Submissions List,Active Filters,Pill/Badge,State: [value],Remove individual filter,Render active filter chip,?state URL param,Removes value from ?state
Submissions List,Active Filters,Pill/Badge,Broker: [value],Remove individual filter,Render active filter chip,?broker URL param,Removes value from ?broker
Submissions List,Active Filters,Pill/Badge,UW: [value],Remove individual filter,Render active filter chip,?uw URL param,Removes value from ?uw
Submissions List,Active Filters,Button,Clear all,Clear all active filters,Clear all URL filter params,Current URL filter params,Clears all filter params
Submissions List,Table Header,Column,Member / Institution,"Sortable, draggable",Render column; click to sort; drag to reorder,submission.member,Sets ?sort=member
Submissions List,Table Header,Column,Need By,"Sortable, draggable",Render column; click to sort,submission.needByDate,Sets ?sort=needBy
Submissions List,Table Header,Column,Effective,"Sortable, draggable",Render column; click to sort,submission.effectiveDate,Sets ?sort=effective
Submissions List,Table Header,Column,Type,Draggable,Render column header,Static text,-
Submissions List,Table Header,Column,Products,Draggable,Render column header,Static text,-
Submissions List,Table Header,Column,Stage,Draggable,Render column header,Static text,-
Submissions List,Table Header,Column,Underwriter,Draggable,Render column header,Static text,-
Submissions List,Table Header,Column,Premium,"Sortable, draggable",Render column; click to sort,submission.premium,Sets ?sort=premium
Submissions List,Table Header,Column,Appetite,Draggable,Render column header,Static text,-
Submissions List,Table Row,Checkbox,Row checkbox,Select individual row,Toggle row selection,UI selection state,Updates selectedRows
Submissions List,Table Header,Checkbox,Select all checkbox,Select all rows on page,Toggle all rows selection,UI selection state,Updates selectedRows
Submissions List,Table Row,Pill/Badge,Critical / High Priority / Aging,Urgency indicator,Render urgency chip,submission.urgency,-
Submissions List,Table Row,Pill/Badge,Group - [count],Shows group member count if applicable,Render group chip,submission.groupSize,-
Submissions List,Pagination,Button,Previous,Go to previous page,Navigate to previous page,?page URL param,Sets ?page=<prev>
Submissions List,Pagination,Button,Next,Go to next page,Navigate to next page,?page URL param,Sets ?page=<next>
Submissions List,Empty State,Section Header,No submissions found,Shown when filtered results are empty,Render empty state message,filtered.length === 0,-
Submissions List,Empty State,Button,Clear all filters,Reset filters to show results,Clear all URL filter params,Current URL filter params,Clears all filter params
Submission Detail,Breadcrumb,Link,Dashboard,Navigate to home,Navigate to dashboard,User click,Route: /dashboard
Submission Detail,Breadcrumb,Link,Submissions,Navigate to submissions list,Navigate to submissions list,User click,Route: /submissions
Submission Detail,Breadcrumb,Badge,[Institution name],Current submission display,Render submission name,submission.member.name,-
Submission Detail,Breadcrumb,Badge,[Active tab label],Shows current tab with icon,Render active tab label,?tab URL param,-
Submission Detail - Header,Identity,Section Header,[Institution name],Main account title,Render account name,submission.member.name,-
Submission Detail - Header,Identity,Chip,[Sub ID],Submission ID chip (gold),Render submission ID,submission.id,Copy to clipboard on click
Submission Detail - Header,Identity,Chip,M [number],Member number chip,Render member number,submission.member.id,Copy to clipboard on click
Submission Detail - Header,Identity,Pill/Badge,Group - [count],Group submission indicator,Render group chip,submission.groupSize,-
Submission Detail - Header,Sub-identity,Field,[Enrollment] - [Location],Quiet metadata,Render enrollment + location,submission.member.enrollment + state,-
Submission Detail - Header,Stage,Dropdown,[Stage],Current lifecycle stage (grouped dropdown),Change submission stage,submission.stage + stage options,PATCH /api/submissions/{id} { stage }
Submission Detail - Header,Risk Continuity,Pill/Badge,Member since [year],Shows membership duration,Render membership duration,submission.member.memberSince,-
Submission Detail - Header,Risk Continuity,Pill/Badge,Continuous coverage,Green badge when clean,Render coverage continuity badge,submission.member.continuousCoverage,-
Submission Detail - Header,Risk Continuity,Pill/Badge,Coverage gap,Amber badge with gap description,Render coverage gap badge,submission.member.coverageGap,-
Submission Detail - Header,Segmentation,Pill/Badge,[Institution type],Member type badge,Render institution type,submission.member.type,-
Submission Detail - Header,Segmentation,Pill/Badge,Athletics Risk - Football,High-risk indicator,Render high-risk segment badge,submission.riskFlags,-
Submission Detail - Header,Segmentation,Pill/Badge,Housing Risk - Boarding,High-risk indicator,Render high-risk segment badge,submission.riskFlags,-
Submission Detail,Tab Strip,Tab,Review,Underwriting review tab,Switch to Review tab,?tab URL param,Sets ?tab=review
Submission Detail,Tab Strip,Tab,Details,Overview/details tab,Switch to Details tab,?tab URL param,Sets ?tab=details
Submission Detail,Tab Strip,Tab,Member & Brokerage,Member info tab,Switch to Member tab,?tab URL param,Sets ?tab=member
Submission Detail,Tab Strip,Tab,Group Members,Group roster tab (when group submission),Switch to Group tab (conditional),?tab URL param + submission.kind,Sets ?tab=group
Submission Detail,Tab Strip,Tab,Risk & Exposure,Risk analysis tab,Switch to Risk tab,?tab URL param,Sets ?tab=risk
Submission Detail,Tab Strip,Tab,Loss History,Loss data tab,Switch to Loss tab,?tab URL param,Sets ?tab=loss
Submission Detail,Tab Strip,Tab,Subjectivities & Contingencies,Conditions tab,Switch to Conditions tab,?tab URL param,Sets ?tab=conditions
Submission Detail,Tab Strip,Tab,Terms & Conditions,Rating/terms tab,Switch to Rating tab,?tab URL param,Sets ?tab=rating
Submission Detail,Tab Strip,Tab,Documents,Document management tab,Switch to Documents tab,?tab URL param,Sets ?tab=documents
Submission Detail,Tab Strip,Tab,Email History,Correspondence tab,Switch to Correspondence tab,?tab URL param,Sets ?tab=correspondence
Submission Detail,Tab Strip,Tab,Notes,Internal notes tab,Switch to Notes tab,?tab URL param,Sets ?tab=notes
Submission Detail,Tab Strip,Tab,Tasks,Task tracking tab,Switch to Tasks tab,?tab URL param,Sets ?tab=tasks
Submission Detail,Tab Strip,Tab,Approvals,Approval workflow tab,Switch to Approvals tab,?tab URL param,Sets ?tab=approvals
Submission Detail,Tab Strip,Tab,Audit Trail,Change log tab,Switch to Audit Trail tab,?tab URL param,Sets ?tab=audit
Submission Details Card,Header,Section Header,Submission Details,Card title,Render card title,Static text,-
Submission Details Card,Header,Chip,[Sub ID],Copy-able submission ID,Render submission ID,submission.id,Copy to clipboard on click
Submission Details Card,Header,Button,Copy,Copy Sub ID,Copy ID to clipboard,submission.id,Clipboard API
Submission Details Card,Header,Stat,Need-by [days],Days until need-by date,Compute days to need-by,submission.needByDate + now(),-
Submission Details Card,Header,Stat,Approvals [count],Approval progress,Count approval items,GET /api/approvals?submissionId={id},-
Submission Details Card,Header,Stat,Risk [score],Risk score with In appetite tag,Render risk score with appetite tag,submission.riskScore + submission.appetite,-
Submission Details Card,Header,Button,Edit Submission,Navigate to edit form,Navigate to edit form,User click,Route: /submissions/{id}/edit
Submission Details Card,Identification,Field,Submission ID,Sub ID display,Render submission ID,submission.id,-
Submission Details Card,Identification,Field,Type,Renewal or New Business,Render submission type,submission.type,-
Submission Details Card,Identification,Field,Line of business,Coverage lines,Render LOB,submission.lineOfBusiness,-
Submission Details Card,Identification,Field,Products,Primary product lines,Render product list,submission.products,-
Submission Details Card,Dates,Field,Submitted,Submission date,Render submitted date,submission.submittedAt,-
Submission Details Card,Dates,Field,Effective,Policy effective date,Render effective date,submission.effectiveDate,-
Submission Details Card,Dates,Field,Expiration,Policy expiration date,Render expiration date,submission.expirationDate,-
Submission Details Card,Dates,Field,Need-by,Need-by deadline,Render need-by date,submission.needByDate,-
Submission Details Card,Routing & Assignment,Field,Stage,Current stage pill,Render stage pill,submission.stage,-
Submission Details Card,Routing & Assignment,Field,Underwriter,Underwriter name and avatar,Render UW info,submission.underwriter,-
Submission Details Card,Routing & Assignment,Field,Underwriter Specialist,Specialist name and avatar,Render specialist info,submission.uwSpecialist,-
Submission Details Card,Routing & Assignment,Field,Claims analyst,Analyst name and avatar,Render claims analyst,submission.claimsAnalyst,-
Submission Details Card,Premium,Field,Expiring,Expiring premium amount,Render expiring premium,submission.premium.expiring,-
Submission Details Card,Premium,Field,Quoted,Quoted premium with delta tag,Render quoted premium + delta vs expiring,submission.premium.quoted,-
Submission Details Card,Premium,Field,Bound,Bound premium,Render bound premium,submission.premium.bound,-
Submission Details Card,Premium,Field,Indicated change,Premium change percentage,Compute (quoted - expiring) / expiring,submission.premium,-
Submission Details Card,Decision & Authority,Field,Approvals Open,Approval count with progress bar,Render approvals progress,approvals count + total,-
Submission Details Card,Decision & Authority,Field,Risk score,Risk score with In appetite tag,Render risk score,submission.riskScore,-
Submission Details Card,Decision & Authority,Field,Loss propensity,Loss propensity status pill,Render loss propensity,submission.lossPropensity,-
Submission Details Card,Decision & Authority,Field,SLA status,SLA status with days,Render SLA status,submission.slaStatus + days remaining,-
Submission Details Card,Compliance & Documents,Field,Application,Status with checkmark or alert,Render application doc status,submission.docs.application.status,-
Submission Details Card,Compliance & Documents,Field,Loss runs,Status with checkmark,Render loss runs status,submission.docs.lossRuns.status,-
Submission Details Card,Compliance & Documents,Field,Financials,Status with checkmark,Render financials status,submission.docs.financials.status,-
Submission Details Card,Compliance & Documents,Field,Supplemental Application,Status with checkmark,Render supplemental status,submission.docs.supplemental.status,-
Submission Details Card,Member,Field,Name,Institution name with award icon,Render member name,submission.member.name,-
Submission Details Card,Member,Field,Member #,Member number (copy-able),Render member number,submission.member.id,Copy to clipboard
Submission Details Card,Member,Field,Group Name,Group name if applicable,Render group name,submission.group.name,-
Submission Details Card,Member,Field,Group Number,Group ID (copy-able),Render group ID,submission.group.id,Copy to clipboard
Submission Details Card,Member,Field,Type,K-12 - Private - Day,Render member type classification,submission.member.classification,-
Submission Details Card,Brokerage,Field,Name,Broker name with building icon,Render broker name,submission.broker.name,-
Submission Details Card,Brokerage,Field,Parent Name,Parent company name,Render parent broker,submission.broker.parent,-
Submission Details Card,Brokerage,Field,Account ID,Broker account ID,Render broker account ID,submission.broker.accountId,Copy to clipboard
Submission Details Card,Brokerage,Field,Parent Account ID,Parent account ID,Render parent account ID,submission.broker.parentAccountId,Copy to clipboard
Submission Details Card,Brokerage,Field,Office,Broker office location,Render broker office,submission.broker.office,-
Submission Details Card,Broker Contact,Field,Producer,Contact name and avatar,Render producer info,submission.broker.contact,-
Submission Details Card,Broker Contact,Field,Role,Contact role,Render contact role,submission.broker.contact.role,-
Submission Details Card,Broker Contact,Field,Permission,Bind authority level,Render bind authority,submission.broker.contact.bindAuthority,-
Submission Details Card,Broker Contact,Field,Email,Linked email address,Render email link,submission.broker.contact.email,mailto: link
Submission Details Card,Broker Contact,Field,Phone,Linked phone number,Render phone link,submission.broker.contact.phone,tel: link
Submission Milestone Tracker,Header,Section Header,Underwriting Lifecycle,Progress tracker title,Render section title,Static text,-
Submission Milestone Tracker,Header,Stat,[count] of [total] stages complete,Progress indicator,Compute complete stages count,milestones,-
Submission Milestone Tracker,Header,Pill/Badge,[count] Action Required,Blocked milestone alert,Count action-required milestones,milestones filtered by blocked,-
Submission Milestone Tracker,Horizontal Stepper,Step,Intake & Document Upload,Milestone node (desktop),Render milestone node + status,milestone.status,Click selects milestone
Submission Milestone Tracker,Horizontal Stepper,Step,Dimensional Auto-Review,Milestone node (desktop),Render milestone node + status,milestone.status,Click selects milestone
Submission Milestone Tracker,Horizontal Stepper,Step,Supplemental Addendums,Milestone node (desktop),Render milestone node + status,milestone.status,Click selects milestone
Submission Milestone Tracker,Horizontal Stepper,Step,Mock Underwriting Review,Milestone node (desktop),Render milestone node + status,milestone.status,Click selects milestone
Submission Milestone Tracker,Horizontal Stepper,Step,Action Items & Companion Recommendations,Milestone node (desktop),Render milestone node + status,milestone.status,Click selects milestone
Submission Milestone Tracker,Horizontal Stepper,Step,Final Submission,Milestone node (desktop),Render milestone node + status,milestone.status,Click selects milestone
Submission Milestone Tracker,Checklist,Checkbox,[Checklist items],Individual checklist items with assignee,Toggle checklist item complete,checklist.item,PATCH /api/milestones/{id}/checklist
Submission Milestone Tracker,Checklist,Button,Request Documents,Action button for blocked stage,Open request docs flow for blocked stage,blocked stage context,POST /api/requests/documents
Submission Milestone Tracker,Checklist,Button,View Live Analysis,Action button for in-progress stage,Open live analysis view,in-progress stage context,Modal/route to analysis
Submission Milestone Tracker,Checklist,Button,View Submitted Documents,Action button for completed stage,Open submitted docs view,completed stage context,Route: /submissions/{id}?tab=documents
Lifecycle Progress Bar,Header,Section Header,Underwriting Lifecycle,Progress bar title,Render section title,Static text,-
Lifecycle Progress Bar,Header,Pill/Badge,Currently: [sub-stage],Active sub-stage indicator,Render current sub-stage,lifecycle.currentSubStage,-
Lifecycle Progress Bar,Header,Button,Collapse / Expand,Toggle detail panel,Toggle detail panel expanded state,UI state,Toggled UI state
Lifecycle Progress Bar,Horizontal Stepper,Step,Intake & Triage,Primary stage node,Render primary stage node,lifecycle.stages,Click selects stage
Lifecycle Progress Bar,Horizontal Stepper,Step,Underwriting,Primary stage node,Render primary stage node,lifecycle.stages,Click selects stage
Lifecycle Progress Bar,Horizontal Stepper,Step,Quoting,Primary stage node,Render primary stage node,lifecycle.stages,Click selects stage
Lifecycle Progress Bar,Horizontal Stepper,Step,Decision,Primary stage node,Render primary stage node,lifecycle.stages,Click selects stage
Lifecycle Progress Bar,Horizontal Stepper,Step,Post-Bind,Primary stage node,Render primary stage node,lifecycle.stages,Click selects stage
Create Submission Modal,Header,Section Header,Create New Submission,Modal title,Render modal title,Static text,-
Create Submission Modal,Header,Subheader,Manually enter submission details...,Description,Render modal description,Static text,-
Create Submission Modal,Header,Button,Close,Close modal (X button),Close modal,User click,Modal closed
Create Submission Modal,Submission Type,Field,New Business,Option card with icon and description,Select submission type,Form state,Updates form.type = new_business
Create Submission Modal,Submission Type,Field,Cross-Sell,Option card with icon and description,Select submission type,Form state,Updates form.type = cross_sell
Create Submission Modal,Submission Type,Field,Renewal,Option card with icon and description,Select submission type,Form state,Updates form.type = renewal
Create Submission Modal,Account Info,Field,Account Number,Account number input with numeric validation,Capture account number; lookup,User entry,Form state + GET /api/accounts/{number}
Create Submission Modal,Account Info,Field,Account Name,Auto-populated account name (read-only),Render account name from lookup,Account lookup result,-
Create Submission Modal,Dates,Field,Need By Date,Date picker,Capture need-by date,User selection,Form state: needByDate
Create Submission Modal,Dates,Field,Effective Date,Date picker,Capture effective date,User selection,Form state: effectiveDate
Create Submission Modal,Dates,Field,Expiration Date,Auto-calculated date (read-only),Compute expiration as effective + 1yr,form.effectiveDate,Form state: expirationDate (computed)
Create Submission Modal,Stage,Dropdown,[Stage],Grouped stage selection dropdown,Capture initial stage,User selection,Form state: stage
Create Submission Modal,Footer,Button,Cancel,Cancel modal,Close without saving,User click,Modal closed
Create Submission Modal,Footer,Button,Create Submission,Submit form with spinner on submit,Submit new submission,Form state,POST /api/submissions -> Route: /submissions/{id}
Doc Preview Modal,Header,Section Header,[Document name],Document title,Render document name,document.name,-
Doc Preview Modal,Header,Chip,[Category],Document category badge,Render category chip,document.category,-
Doc Preview Modal,Header,Chip,[Status],Document status badge (Verified/Pending/Missing),Render status chip,document.status,-
Doc Preview Modal,Header,Pill/Badge,[Highlights count],Number of highlights on document,Render highlight count,document.highlights.length,-
Doc Preview Modal,Header,Button,Close,Close modal (X button),Close modal,User click,Modal closed
Doc Preview Modal,Toolbar,Button,Prev,Navigate to previous document,Switch to previous doc in folder,Current doc index,Updates current doc
Doc Preview Modal,Toolbar,Button,Next,Navigate to next document,Switch to next doc in folder,Current doc index,Updates current doc
Doc Preview Modal,Toolbar,Button,Highlight Mode,Toggle highlighting mode on/off,Toggle highlight mode,UI state,Updates highlight mode
Doc Preview Modal,Toolbar,Color Swatch,Yellow,Select Review highlight color,Select highlight color,UI state,Updates active color
Doc Preview Modal,Toolbar,Color Swatch,Green,Select Approved highlight color,Select highlight color,UI state,Updates active color
Doc Preview Modal,Toolbar,Color Swatch,Blue,Select Note highlight color,Select highlight color,UI state,Updates active color
Doc Preview Modal,Toolbar,Color Swatch,Pink,Select Flag highlight color,Select highlight color,UI state,Updates active color
Doc Preview Modal,Toolbar,Button,Clear all,Remove all highlights,Clear all highlights,document.highlights,DELETE /api/documents/{id}/highlights
Doc Preview Modal,Toolbar,Button,Zoom Out,Decrease document zoom (70-150%),Decrease zoom level,UI state,Updates zoom %
Doc Preview Modal,Toolbar,Field,[Zoom %],Current zoom percentage,Render zoom %,UI state,-
Doc Preview Modal,Toolbar,Button,Zoom In,Increase document zoom,Increase zoom level,UI state,Updates zoom %
Doc Preview Modal,Toolbar,Button,Download,Download document,Download document file,document.id,GET /api/documents/{id}/download
Doc Preview Modal,Document Canvas,Section,Named Insured Information,Highlightable section,Render section; highlightable,document content + highlights,Click in highlight mode -> POST highlight
Doc Preview Modal,Document Canvas,Section,Coverages Requested,Highlightable section,Render section; highlightable,document content + highlights,Click in highlight mode -> POST highlight
Doc Preview Modal,Document Canvas,Section,Loss History Attestation,Highlightable section,Render section; highlightable,document content + highlights,Click in highlight mode -> POST highlight
Doc Preview Modal,Document Canvas,Section,Signature & Certification,Highlightable section,Render section; highlightable,document content + highlights,Click in highlight mode -> POST highlight
Doc Preview Modal,Document Canvas,Field,Named Insured,Two-column field row (highlightable),Render insured name field,document.namedInsured,-
Doc Preview Modal,Document Canvas,Field,FEIN,Two-column field row (highlightable),Render FEIN,document.fein,-
Doc Preview Modal,Document Canvas,Field,Mailing Address,Two-column field row (highlightable),Render mailing address,document.mailingAddress,-
Doc Preview Modal,Document Canvas,Table Column,Line of Coverage,Table column header,Render column header,Static text,-
Doc Preview Modal,Document Canvas,Table Column,Requested Limit,Table column header,Render column header,Static text,-
Doc Preview Modal,Document Canvas,Table Column,Current Deductible,Table column header,Render column header,Static text,-
Doc Preview Modal,Highlights Panel,Section Header,Highlights,Collapsible highlights summary panel,Render section header,Static text,-
Doc Preview Modal,Highlights Panel,Pill/Badge,[Highlight label],Individual highlight entry with label and color,Render highlight entry,document.highlights[i],-
Doc Preview Modal,Highlights Panel,Button,Remove,Delete individual highlight,Delete this highlight,highlight.id,DELETE /api/documents/{docId}/highlights/{id}
New Submission Page,Hero,Section Header,New Submission,Page title,Render page title,Static text,-
